title,authors,year,date,venue,type,screen_decision,relevance_score,citations,screen_note,url,doi,abstract,source_index
MuseumMaker: Continual Style Customization Without Catastrophic Forgetting,"Changlan Liu, Gan Sun, Wenqi Liang, Jiahua Dong, Can Qin, Yang Cong",2025,2025-01-01,IEEE Transactions on Image Processing,article,Include,22,11,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.1109/tip.2025.3553024,https://doi.org/10.1109/tip.2025.3553024,"Pre-trainedlarge text-to-image (T2I) models with an appropriate text prompt has attracted growing interests in customized image generation fields. However, catastrophic forgetting issue makes it hard to continually synthesize new user-provided styles while retaining the satisfying results amongst learned styles. In this paper, we propose MuseumMaker, a method that enables the synthesis of images by following a set of customized styles in a never-end manner, and gradually accumulates these creative artistic works as a Museum. When facing with a new customization style, we develop a style distillation loss module to extract and learn the styles of the training data for new image generation task. It can minimize the learning biases caused by content of new training images, and address the catastrophic overfitting issue induced by few-shot images. To deal with catastrophic forgetting issue amongst past learned styles, we devise a dual regularization for shared-LoRA module to optimize the direction of model update, which could regularize the diffusion model from both weight and feature aspects, respectively. Meanwhile, to further preserve historical knowledge from past styles and address the limited representability of LoRA, we design a task-wise token learning module where a unique token embedding is learned to denote a new style. As any new user-provided style come, our MuseumMaker can capture the nuances of the new styles while maintaining the details of learned styles. Experimental results on diverse style datasets validate the effectiveness of our proposed MuseumMaker method, showcasing its robustness and versatility across various scenarios.",OpenAlex
A New Adapter Tuning of Large Language Model for Chinese Medical Named Entity Recognition,"Lu Zhou, Yiheng Chen, Xinmin Li, Yanan Li, Ning Li, Xiting Wang, Rui Zhang",2024,2024-08-05,Applied Artificial Intelligence,article,Include,22,8,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.1080/08839514.2024.2385268,https://doi.org/10.1080/08839514.2024.2385268,"Named entity recognition (NER) is a crucial step in extracting medical information from Chinese text, and fine-tuning large language models (LLMs) for this task is an effective approach. However, full parameter fine-tuning can potentially damage the model’s original parameters, resulting in catastrophic forgetting. To overcome this challenge, we introduce a novel adapter-based fine-tuning approach. Our adapter is integrated into the first and last transformers of the LLM, operating in parallel to the feed-forward network (FFN), following multi-head attention. It mirrors the FFN’s structure and uses the FFN’s weights for initializing. Additionally, to further enhance performance, we incorporate prefix embeddings into the first and last transformers. Our experiments on the Chinese medical NER benchmark demonstrate that our adapter, combined with prefix embeddings, achieves the highest F1-score of 65.90%, surpassing prompt templates (21.99%), in-context learning (18.65%), P-tuning (63.03%), and the benchmark for the Chinese medical NER task (62.40%). These results indicate that our adapter effectively fine-tunes the LLM for Chinese medical NER while preserving the original parameters.",OpenAlex
An efficient forgetting-aware fine-tuning framework for pretrained universal machine-learning interatomic potentials,"Jisu Kim, Jiho Lee, Sangmin Oh, Yutack Park, Seungwoo Hwang, Seungwu Han, Sungwoo Kang, Youngho Kang",2025,2025-12-17,npj Computational Materials,article,Exclude after abstract,22,7,Related continual-learning terminology but limited direct relevance to decoder-only LLM fine-tuning.,https://doi.org/10.1038/s41524-025-01895-w,https://doi.org/10.1038/s41524-025-01895-w,"Pretrained universal machine-learning interatomic potentials (MLIPs) have revolutionized computational materials science by enabling rapid atomistic simulations as efficient alternatives to ab initio methods. Fine-tuning pretrained MLIPs offers a practical approach to improving accuracy for materials and properties where predictive performance is insufficient. However, this approach often induces catastrophic forgetting, undermining the generalizability that is a key advantage of pretrained MLIPs. Herein, we propose reEWC, an advanced fine-tuning strategy that integrates Experience Replay and Elastic Weight Consolidation (EWC) to effectively balance forgetting prevention with fine-tuning efficiency. Using Li 6 PS 5 Cl (LPSC), a sulfide-based Li solid-state electrolyte, as a fine-tuning target, we show that reEWC significantly improves the accuracy of a pretrained MLIP, resolving well-known issues of potential energy surface softening and overestimated Li diffusivities. Moreover, reEWC preserves the generalizability of the pretrained MLIP and enables knowledge transfer to chemically distinct systems, including other sulfide, oxide, nitride, and halide electrolytes. Compared to Experience Replay and EWC used individually, reEWC delivers clear synergistic benefits, mitigating their respective limitations while maintaining computational efficiency. These results establish reEWC as a robust and effective solution for continual learning in MLIPs, enabling universal models that can advance materials research through large-scale, high-throughput simulations across diverse chemistries.",OpenAlex
Large Language Model for Multi-Domain Translation: Benchmarking and Domain CoT Fine-tuning,"Tianxiang Hu, Pei Zhang, Baosong Yang, Jun Xie, Derek F. Wong, Rui Wang",2024,2024-01-01,,conference-paper,Include,22,6,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.18653/v1/2024.findings-emnlp.328,https://doi.org/10.18653/v1/2024.findings-emnlp.328,"Achieving consistent high-quality machine translation (MT) across diverse domains remains a significant challenge, primarily due to the limited and imbalanced parallel training data available in various domains.While large language models (LLMs) have demonstrated impressive general understanding and generation abilities, their potential in multi-domain MT is under-explored.We establish a comprehensive benchmark for multi-domain translation, featuring 25 German⇔English and 22 Chinese⇔English test sets respectively covering 15 domains.Our evaluation of prominent LLMs reveals a discernible performance gap against traditional MT systems, highlighting domain overfitting and catastrophic forgetting issues after fine-tuning on domain-limited corpora.To mitigate this, we propose a domain Chain of Thought (CoT) fine-tuning technique that utilizes the intrinsic multi-domain intelligence of LLMs to improve translation performance.This method inspires the LLM to perceive domain information from the source text, which then serves as a helpful hint to guide the translation process.Despite being trained on a small dataset of four domains, our CoT finetune approach achieves notable enhancements in translation accuracy and domain robustness than traditional fine-tuning, as evidenced by an average 1.53 BLEU score increase in over 20 German→English distinct out-of-domain tests.",OpenAlex
An Efficient Rehearsal Scheme for Catastrophic Forgetting Mitigation during Multi-stage Fine-tuning,"Andrew Bai, Chih-Kuan Yeh, Cho‐Jui Hsieh, A B Taly",2025,2025-01-01,,conference-paper,Exclude after abstract,22,2,Related continual-learning terminology but limited direct relevance to decoder-only LLM fine-tuning.,https://doi.org/10.18653/v1/2025.findings-naacl.138,https://doi.org/10.18653/v1/2025.findings-naacl.138,"Incrementally fine-tuning foundational models on new tasks or domains is now the de facto approach in NLP.A known pitfall of this approach is the catastrophic forgetting of prior knowledge that happens during fine-tuning.A common approach to alleviate such forgetting is to rehearse samples from prior tasks during fine-tuning.Several existing works assume a fixed memory buffer to store prior task examples, while relying on inferences (forward passes) with the model at hand for choosing examples for rehearsal from the buffer.However, given the increasing computational cost of model inference, and decreasing cost of data storage, we focus on the setting to rehearse samples with a fixed computational budget instead of a fixed memory budget.We propose a sampling scheme, mix-cd, that prioritizes rehearsal of ""collateral damage"" samples, which are samples predicted correctly by the prior model but forgotten by the incrementally tuned one.The crux of our scheme is a procedure to efficiently estimate the density of collateral damage samples without incurring additional model inferences.Our approach is computationally efficient, easy to implement, and outperforms several leading continual learning methods in compute-constrained settings.All the code will be publicly available at https: //github.com/jybai/mix-cd-rehearsal.",OpenAlex
Model Tailor: Mitigating Catastrophic Forgetting in Multi-modal Large Language Models,"Didi Zhu, Zhongyi Sun, Zexi Li, Tao Shen, Ke Yan, Shouhong Ding, Kun Kuang, Chao Wu",2024,2024-02-19,arXiv (Cornell University),preprint,Include,22,2,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2402.12048,https://doi.org/10.48550/arxiv.2402.12048,"Catastrophic forgetting emerges as a critical challenge when fine-tuning multi-modal large language models (MLLMs), where improving performance on unseen tasks often leads to a significant performance drop on the original tasks. This paper presents a comprehensive analysis of catastrophic forgetting in MLLMs and introduces a post-training adjustment method called Model Tailor. Our method primarily preserves the pre-trained parameters while replacing a small number ($\leq$ 10\%) of fine-tuned parameters, maintaining $\sim$ 99\% effectiveness on original tasks versus pre-training, and achieving $\sim$ 97\% on new tasks compared to standard fine-tuning. Specifically, we derive a sparse mask to identify the ""model patch"", based on a fusion strategy that integrates salience and sensitivity analysis. Subsequently, a compensation mechanism is introduced to ""decorate the patch"", enhancing the model's performance on both target and original tasks. Additionally, our method is adaptable to multi-task scenarios. Through extensive experiments on InstructBLIP and LLaVA-1.5 in both image captioning and visual question answering tasks, our approach demonstrates significant task adaptability while preserving inherent pre-trained capabilities.",OpenAlex
Mitigating Catastrophic Forgetting in Target Language Adaptation of LLMs via Source-Shielded Updates,"Atsuki Yamaguchi, Terufumi Morishita, Aline Villavicencio, Νικόλαος Αλέτρας",2026,2026-01-01,,conference-paper,Include,22,1,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.18653/v1/2026.acl-long.865,https://doi.org/10.18653/v1/2026.acl-long.865,"Expanding the linguistic diversity of instruct large language models (LLMs) is crucial for global accessibility but is often hindered by the reliance on costly specialized target language labeled data and catastrophic forgetting during adaptation.We tackle this challenge under a realistic, low-resource constraint: adapting instruct LLMs using only unlabeled target language data.We introduce Source-Shielded Updates (SSU), a selective parameter update strategy that proactively preserves source knowledge.Using a small set of source data and a parameter importance scoring method, SSU identifies parameters critical to maintaining source abilities.It then applies a column-wise freezing strategy to protect these parameters before adaptation.Experiments across five typologically diverse languages and 7B and 13B models demonstrate that SSU successfully mitigates catastrophic forgetting.It reduces performance degradation on monolingual source tasks to just 3.4% (7B) and 2.8% (13B) on average, a stark contrast to the 20.3% and 22.3% from full fine-tuning.SSU also achieves target-language performance highly competitive with full fine-tuning, outperforming it on all benchmarks for 7B models and the majority for 13B models. 1",OpenAlex
TT-LoRA MoE: Using Parameter-Efficient Fine-Tuning and Sparse Mixture-Of-Experts,"Pradip Kunwar, Minh N. Vu, Maanak Gupta, Mahmoud Abdelsalam, Manish Bhattarai",2025,2025-11-12,,conference-paper,Include,22,1,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.1145/3712285.3759888,https://doi.org/10.1145/3712285.3759888,"We propose Tensor-Trained Low-Rank Adaptation Mixture of Experts (TT-LoRA MoE), a novel computational framework integrating Parameter-Efficient Fine-Tuning (PEFT) with sparse MoE routing to address scalability challenges in large model deployments. Unlike traditional MoE approaches, which face substantial computational overhead as expert counts grow, TT-LoRA MoE decomposes training into two distinct, optimized stages. First, we independently train lightweight, tensorized low-rank adapters (TT-LoRA experts), each specialized for specific tasks. Subsequently, these expert adapters remain frozen, eliminating inter-task interference and catastrophic forgetting in multi-task setting. A sparse MoE router, trained separately, dynamically leverages base model representations to select exactly one specialized adapter per input at inference time, automating expert selection without explicit task specification. This structured decoupling significantly enhances computational efficiency and flexibility: uses only 2% of LoRA, 0.3% of Adapters and 0.03% of AdapterFusion parameters and outperforms AdapterFusion by 4 % on average in multi-tasking, enabling practical and scalable multi-task inference deployments.",OpenAlex
LANDeRMT: Detecting and Routing Language-Aware Neurons for Selectively Finetuning LLMs to Machine Translation,"Shaolin Zhu, Leiyu Pan, Bo Li, Deyi Xiong",2024,2024-09-29,arXiv (Cornell University),preprint,Include,22,1,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2409.19523,https://doi.org/10.48550/arxiv.2409.19523,"Recent advancements in large language models (LLMs) have shown promising results in multilingual translation even with limited bilingual supervision. The major challenges are catastrophic forgetting and parameter interference for finetuning LLMs when provided parallel training data. To address these challenges, we propose LANDeRMT, a \textbf{L}anguage-\textbf{A}ware \textbf{N}euron \textbf{De}tecting and \textbf{R}outing framework that selectively finetunes LLMs to \textbf{M}achine \textbf{T}ranslation with diverse translation training data. In LANDeRMT, we evaluate the awareness of neurons to MT tasks and categorize them into language-general and language-specific neurons. This categorization enables selective parameter updates during finetuning, mitigating parameter interference and catastrophic forgetting issues. For the detected neurons, we further propose a conditional awareness-based routing mechanism to dynamically adjust language-general and language-specific capacity within LLMs, guided by translation signals. Experimental results demonstrate that the proposed LANDeRMT is very effective in learning translation knowledge, significantly improving translation quality over various strong baselines for multiple language pairs.",OpenAlex
Dynosaur: A Dynamic Growth Paradigm for Instruction-Tuning Data Curation,"Da Yin, Xiao Liu, Fan Yin, Ming Zhong, Hritik Bansal, Jiawei Han, Kai-Wei Chang",2023,2023-05-23,arXiv (Cornell University),preprint,Include,22,1,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2305.14327,https://doi.org/10.48550/arxiv.2305.14327,"Instruction tuning has emerged to enhance the capabilities of large language models (LLMs) to comprehend instructions and generate appropriate responses. Existing methods either manually annotate or employ LLM (e.g., GPT-series) to generate data for instruction tuning. However, they often overlook associating instructions with existing annotated datasets. In this paper, we propose Dynosaur, a dynamic growth paradigm for the automatic curation of instruction-tuning data. Based on the metadata of existing datasets, we use LLMs to automatically construct instruction-tuning data by identifying relevant data fields and generating appropriate instructions. By leveraging the existing annotated datasets, Dynosaur offers several advantages: 1) it reduces the API cost for generating instructions (e.g., it costs less than $12 USD by calling GPT-3.5-turbo for generating 800K instruction tuning samples; 2) it provides high-quality data for instruction tuning (e.g., it performs better than Alpaca and Flan on Super-NI and Longform with comparable data sizes); and 3) it supports the continuous improvement of models by generating instruction-tuning data when a new annotated dataset becomes available. We further investigate a continual learning scheme for learning with the ever-growing instruction-tuning dataset, and demonstrate that replaying tasks with diverse instruction embeddings not only helps mitigate forgetting issues but generalizes to unseen tasks better. Code and data are available at https://github.com/WadeYin9712/Dynosaur.",OpenAlex
SDC-LoRA: Singular-Subspace Drift Controlled LoRA to Mitigate Knowledge Forgetting,"Geyuan Zhang, Xiaofei Zhou, Shihao Liu, Jingyuan Tian, Jizheng Ma",2026,2026-01-01,,conference-paper,Include,22,0,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.18653/v1/2026.findings-acl.1207,https://doi.org/10.18653/v1/2026.findings-acl.1207,"Knowledge forgetting is a central challenge when adapting LLMs to new tasks.Prior studies indicate that pretrained knowledge is concentrated in the principal singular subspace of pretrained weight W 0 ; so recent Low-Rank Adaptation (LoRA) variants initialize LoRA in the minor subspace to steer early updates away from principal directions and mitigate forgetting.However, we observe that during fine-tuning, the update direction progressively shifts from the minor to the principal subspace, which is called as Singular-subspace Drift (SD), thereby allocating more energy to the directions that carry pretrained knowledge and leaving a persistent risk of forgetting.To address this issue, we propose Singular-subspace Drift Controlled LoRA (SDC-LoRA), which constrains the growth of update energy in the principal singular subspace of W 0 and thus mitigate SD.SDC-LoRA proposes Principal Subspace Energy-Controlled Learning, using Spectral Calibration factor γ sc to selectively downscale gradients along the principal singular subspace of W 0 while keeping minorsubspace updates unchanged.Across extensive experiments with LLaMA-3.1-8B-Instruct and Qwen2.5-7B-Chat on MetaMathQA and CodeFeedback, SDC-LoRA mitigates forgetting on MMLU, TruthfulQA, and HellaSwag while matching or improving GSM8K and Hu-manEval, offering a practical route to adapt LLMs without sacrificing prior knowledge.",OpenAlex
Continual Diffusion: Continual Customization of Text-to-Image Diffusion with C-LoRA,"Smith, James Seale, Yen-Chang Hsu, Lingyu Zhang, Hua Ting, Zsolt Kira, Yilin Shen, Hongxia Jin",2023,2023-04-12,arXiv (Cornell University),preprint,Include,21,20,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2304.06027,https://doi.org/10.48550/arxiv.2304.06027,"Recent works demonstrate a remarkable ability to customize text-to-image diffusion models while only providing a few example images. What happens if you try to customize such models using multiple, fine-grained concepts in a sequential (i.e., continual) manner? In our work, we show that recent state-of-the-art customization of text-to-image models suffer from catastrophic forgetting when new concepts arrive sequentially. Specifically, when adding a new concept, the ability to generate high quality images of past, similar concepts degrade. To circumvent this forgetting, we propose a new method, C-LoRA, composed of a continually self-regularized low-rank adaptation in cross attention layers of the popular Stable Diffusion model. Furthermore, we use customization prompts which do not include the word of the customized object (i.e., ""person"" for a human face dataset) and are initialized as completely random embeddings. Importantly, our method induces only marginal additional parameter costs and requires no storage of user data for replay. We show that C-LoRA not only outperforms several baselines for our proposed setting of text-to-image continual customization, which we refer to as Continual Diffusion, but that we achieve a new state-of-the-art in the well-established rehearsal-free continual learning setting for image classification. The high achieving performance of C-LoRA in two separate domains positions it as a compelling solution for a wide range of applications, and we believe it has significant potential for practical impact. Project page: https://jamessealesmith.github.io/continual-diffusion/",OpenAlex
Convolutional Prompting meets Language Models for Continual Learning,"Anurag Roy, Riddhiman Moulick, Vinay Kumar Verma, Saptarshi Ghosh, Abir Das",2024,2024-06-16,,conference-paper,Include,21,19,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.1109/cvpr52733.2024.02229,https://doi.org/10.1109/cvpr52733.2024.02229,"Continual Learning (CL) enables machine learning models to learn from continuously shifting new training data in absence of data from old tasks. Recently, pretrained vision transformers combined with prompt tuning have shown promise for overcoming catastrophic forgetting in CL. These approaches rely on a pool of learnable prompts which can be inefficient in sharing knowledge across tasks leading to inferior performance. In addition, the lack of fine-grained layer specific prompts does not allow these to fully express the strength of the prompts for CL. We address these limitations by proposing ConvPrompt, a novel convolutional prompt creation mechanism that maintains layer-wise shared em-beddings, enabling both layer-specific learning and better concept transfer across tasks. The intelligent use of convolution enables us to maintain a low parameter overhead without compromising performance. We further leverage Large Language Models to generate fine-grained text de-scriptions of each category which are used to get task similarity and dynamically decide the number of prompts to be learned. Extensive experiments demonstrate the superiority of ConvPrompt and improves SOTA by ~3% with significantly less parameter overhead. We also perform strong ablation over various modules to disentangle the importance of different components.11Project page: https://cvir.github.io/projects/convprompt",OpenAlex
LoRA Learns Less and Forgets Less,"Dan Biderman, Jacob Portes, Jose Javier Gonzalez Ortiz, Mansheej Paul, Philip Greengard, Connor Jennings, Daniel King, Sam Havens",2024,2024-05-15,arXiv (Cornell University),preprint,Include,21,17,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2405.09673,https://doi.org/10.48550/arxiv.2405.09673,"Low-Rank Adaptation (LoRA) is a widely-used parameter-efficient finetuning method for large language models. LoRA saves memory by training only low rank perturbations to selected weight matrices. In this work, we compare the performance of LoRA and full finetuning on two target domains, programming and mathematics. We consider both the instruction finetuning (approximately 100K prompt-response pairs) and continued pretraining (20B unstructured tokens) data regimes. Our results show that, in the standard low-rank settings, LoRA substantially underperforms full finetuning. Nevertheless, LoRA better maintains the base model's performance on tasks outside the target domain. We show that LoRA mitigates forgetting more than common regularization techniques such as weight decay and dropout; it also helps maintain more diverse generations. Finally, we show that full finetuning learns perturbations with a rank that is 10-100X greater than typical LoRA configurations, possibly explaining some of the reported gaps. We conclude by proposing best practices for finetuning with LoRA.",OpenAlex
LLMs in the Imaginarium: Tool Learning through Simulated Trial and Error,"Boshi Wang, Hao Fang, Jason Eisner, Benjamin Van Durme, Yu Su",2024,2024-01-01,,conference-paper,Include,21,12,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.18653/v1/2024.acl-long.570,https://doi.org/10.18653/v1/2024.acl-long.570,"Tools are essential for large language models (LLMs) to acquire up-to-date information and take consequential actions in external environments.Existing work on tool-augmented LLMs primarily focuses on the broad coverage of tools and the flexibility of adding new tools.However, a critical aspect that has surprisingly been understudied is simply how accurately an LLM uses tools for which it has been trained.We find that existing LLMs, including GPT-4 and open-source LLMs specifically fine-tuned for tool use, only reach a correctness rate in the range of 30% to 60%, far from reliable use in practice.We propose a biologically inspired method for tool-augmented LLMs, simulated trial and error (STE), that orchestrates three key mechanisms for successful tool use behaviors in the biological system: trial and error, imagination, and memory.Specifically, STE leverages an LLM's 'imagination' to simulate plausible scenarios for using a tool, after which the LLM interacts with the tool to learn from its execution feedback.Both short-term and long-term memory are employed to improve the depth and breadth of the exploration, respectively.Comprehensive experiments on Tool-Bench show that STE substantially improves tool learning for LLMs under both in-context learning and fine-tuning settings, bringing a boost of 46.7% to Mistral-Instruct-7B and enabling it to outperform GPT-4.We also show effective continual learning of tools via a simple experience replay strategy.1 * Work done as an intern at Microsoft Semantic Machines. 1 Code and data available at https://github.com/ microsoft/simulated-trial-and-error.",OpenAlex
LoRA-SP: streamlined partial parameter adaptation for resource efficient fine-tuning of large language models,"Yichao Wu, Yafei Xiang, Shuning Huo, Yulu Gong, Penghao Liang",2024,2024-06-08,,conference-paper,Include,21,9,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.1117/12.3032013,https://doi.org/10.1117/12.3032013,"In addressing the computational and memory demands of fine-tuning Large Language Models (LLMs), we propose LoRASP (Streamlined Partial Parameter Adaptation), a novel approach utilizing randomized half-selective parameter freezing within the Low-Rank Adaptation (LoRA) framework. This method efficiently balances pre-trained knowledge retention and adaptability for task-specific optimizations. Through a randomized mechanism, LoRA-SP determines which parameters to update or freeze, significantly reducing computational and memory requirements without compromising model performance. We evaluated LoRA-SP across several benchmark NLP tasks, demonstrating its ability to achieve competitive performance with substantially lower resource consumption compared to traditional full-parameter fine-tuning and other parameter-efficient techniques. LoRA-SP’s innovative approach not only facilitates the deployment of advanced NLP models in resource-limited settings but also opens new research avenues into effective and efficient model adaptation strategies",OpenAlex
DueT: Image-Text Contrastive Transfer Learning with Dual-adapter Tuning,"Taku Hasegawa, Kyosuke Nishida, Koki Maeda, Kuniko Saito",2023,2023-01-01,,conference-paper,Include,21,5,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.18653/v1/2023.emnlp-main.839,https://doi.org/10.18653/v1/2023.emnlp-main.839,"This paper presents DueT, a novel transfer learning method for vision and language models built by contrastive learning. In DueT, adapters are inserted into the image and text encoders, which have been initialized using models pre-trained on uni-modal corpora and then frozen. By training only these adapters, DueT enables efficient learning with a reduced number of trainable parameters. Moreover, unlike traditional adapters, those in DueT are equipped with a gating mechanism, enabling effective transfer and connection of knowledge acquired from pre-trained uni-modal encoders while preventing catastrophic forgetting. We report that DueT outperformed simple finetuning, the conventional method fixing only the image encoder and training only the text encoder, and the LoRA-based adapter method in accuracy and parameter efficiency for 0-shot image and text retrieval in both English and Japanese domains.",OpenAlex
Empowering Large Language Model for Sequential Recommendation via Multimodal Embeddings and Semantic IDs,"Yuhao Wang, Junwei Pan, Xinhang Li, Maolin Wang, Yuan Wang, Yue Liu, Dapeng Liu, Jie Jiang",2025,2025-11-08,,conference-paper,Include,21,4,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.1145/3746252.3761169,https://doi.org/10.1145/3746252.3761169,"Sequential recommendation (SR) aims to capture users' dynamic interests and sequential patterns based on their historical interactions. Recently, the powerful capabilities of large language models (LLMs) have driven their adoption in SR. However, we identify two critical challenges in existing LLM-based SR methods: 1) embedding collapse when incorporating pre-trained collaborative embeddings and 2) catastrophic forgetting of quantized embeddings when utilizing semantic IDs. These issues dampen the model scalability and lead to suboptimal recommendation performance. Therefore, based on LLMs like Llama3-8B-instruct, we introduce a novel SR framework named MME-SID, which integrates multimodal embeddings and quantized embeddings to mitigate embedding collapse. Additionally, we propose a Multimodal Residual Quantized Variational Autoencoder (MM-RQ-VAE) with maximum mean discrepancy as the reconstruction loss and contrastive learning for alignment, which effectively preserve intra-modal distance information and capture inter-modal correlations, respectively. To further alleviate catastrophic forgetting, we initialize the model with the trained multimodal code embeddings. Finally, we fine-tune the LLM efficiently using LoRA in a multimodal frequency-aware fusion manner. Extensive experiments on three public datasets validate the superior performance of MME-SID thanks to its capability to mitigate embedding collapse and catastrophic forgetting. The implementation code and datasets are publicly available for reproduction: https://github.com/Applied-Machine-Learning-Lab/MME-SID.",OpenAlex
ALTER: Asymmetric LoRA for Token-Entropy-Guided Unlearning of LLMs,"Xunlei Chen, Jinyu Guo, Yuang Li, Zheng Wang, Yi Gong, Jie Zou, Jiwei Wei, Wenhong Tian",2026,2026-03-14,Proceedings of the AAAI Conference on Artificial Intelligence,conference-paper,Include,21,1,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.1609/aaai.v40i42.40845,https://doi.org/10.1609/aaai.v40i42.40845,"Large language models (LLMs) have advanced to encompass extensive knowledge across diverse domains. Yet controlling what a LLMs should not know is important for ensuring alignment and thus safe use. However, effective unlearning in LLMs is difficult due to the fuzzy boundary between knowledge retention and forgetting. This challenge is exacerbated by entangled parameter spaces from continuous multi-domain training, often resulting in collateral damage, especially under aggressive unlearning strategies. Furthermore, the computational overhead required to optimize State-of-the-Art (SOTA) models with billions of parameters poses an additional barrier. In this work, we present ALTER, a lightweight unlearning framework for LLMs to address both the challenges of knowledge entanglement and unlearning efficiency. ALTER operates through two phases: (I) high entropy tokens are captured and learned via the shared A matrix in LoRA, followed by (II) an asymmetric LoRA architecture that achieves a specified forgetting objective by parameter isolation and unlearning tokens within the target subdomains. Serving as a new research direction for achieving unlearning via token-level isolation in the asymmetric framework. ALTER achieves SOTA performance on TOFU, WMDP, and MUSE benchmarks with over 95% forget quality and shows minimal side effects through preserving foundational tokens. By decoupling unlearning from LLMs' billion-scale parameters, this framework delivers excellent efficiency while preserving over 90% of model utility, exceeding baseline preservation rates of 47.8-83.6%.",OpenAlex
MergeRepair: An Exploratory Study on Merging Task-Specific Adapters in Code LLMs for Automated Program Repair,"Meghdad Dehghan, Jie JW Wu, Fatemeh H. Fard, Ali Ouni",2024,2024-08-18,arXiv (Cornell University),preprint,Include,21,1,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2408.09568,https://doi.org/10.48550/arxiv.2408.09568,"Large Language Models (LLMs) have shown high capabilities in several software development-related tasks such as program repair, documentation, code refactoring, debugging, and testing. However, training these models requires massive amount of data and significant computational resources. Adapters are specialized, small modules designed for parameter efficient fine-tuning of LLMs for specific tasks, domains, or applications without requiring extensive retraining of the entire model. These adapters offer a more efficient way to customize LLMs for particular needs, leveraging the pre-existing capabilities of the large model. Model (and adapter) merging have emerged as a technique to develop one model capable of multiple tasks, with minimal or no training required. Although model and adapter merging has shown promising performance in domains such as natural language processing and computer vision, its applicability to software engineering tasks remains underexplored. In this paper, we investigate the effectiveness of merged adapters within the context of software engineering, with a particular focus on the Automated Program Repair (APR) task, through our approach, MergeRepair. In particular, we merge multiple task-specific adapters using three different merging methods, including weight-averaging, ties, and dare-ties, and evaluate the performance of the merged adapter on the APR task. We introduce a continual merging approach, a novel method in which we sequentially merge the task-specific adapters where the order and weight of the merged adapters play a significant role. We further compare the performance of our approach with a baseline method consisting of equal-weight merging applied on parameters of different adapters, where all adapters are of equal importance.",OpenAlex
Continual Learning with Dirichlet Generative-based Rehearsal,"Min Zeng, Wei Xue, Qifeng Liu, Yike Guo",2023,2023-09-13,arXiv (Cornell University),preprint,Exclude after abstract,21,1,Related continual-learning terminology but limited direct relevance to decoder-only LLM fine-tuning.,https://doi.org/10.48550/arxiv.2309.06917,https://doi.org/10.48550/arxiv.2309.06917,"Recent advancements in data-driven task-oriented dialogue systems (ToDs) struggle with incremental learning due to computational constraints and time-consuming issues. Continual Learning (CL) attempts to solve this by avoiding intensive pre-training, but it faces the problem of catastrophic forgetting (CF). While generative-based rehearsal CL methods have made significant strides, generating pseudo samples that accurately reflect the underlying task-specific distribution is still a challenge. In this paper, we present Dirichlet Continual Learning (DCL), a novel generative-based rehearsal strategy for CL. Unlike the traditionally used Gaussian latent variable in the Conditional Variational Autoencoder (CVAE), DCL leverages the flexibility and versatility of the Dirichlet distribution to model the latent prior variable. This enables it to efficiently capture sentence-level features of previous tasks and effectively guide the generation of pseudo samples. In addition, we introduce Jensen-Shannon Knowledge Distillation (JSKD), a robust logit-based knowledge distillation method that enhances knowledge transfer during pseudo sample generation. Our experiments confirm the efficacy of our approach in both intent detection and slot-filling tasks, outperforming state-of-the-art methods.",OpenAlex
